benchmark,solver,configuration,solver time,result,verifier time, verifier result
sat/g2-ACG-20-5p1.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,186.481,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,232.656,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,Maple_LCM,default,185.963,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,Maple_LCM_Dist,default,354.426,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,MapleLRB_LCM,default,157.098,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,MapleLRB_LCMoccRestart,default,132.914,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,Riss7,BVE_DRAT,715.44,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,Riss7,noPP_DRAT,761.264,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,satUZK-seq,ge,782.446,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,satUZK-seq,me,938.11,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,satUZK-seq,sge,448.572,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,satUZK-seq,sme,799.541,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,tch_glucose1,default,724.674,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,tch_glucose2,default,978.739,SAT-VERIFIED,0.0,--
sat/g2-ACG-20-5p1.cnf,tch_glucose3,default,733.161,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,abcdsat_r17,default,53.4935,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,bs_glucose,default,6.1776,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,cadical-sc17-agile-proof,default,0.85201,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,cadical-sc17-proof,default,0.841751,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,Candy,default,10.365,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,Candy RSILi,default,0.00868302,UNKNOWN,0.0,--
sat/g2-ak128astepbg1btisc.cnf,Candy RSILv,default,0.0100769,UNKNOWN,0.0,--
sat/g2-ak128astepbg1btisc.cnf,Candy SL21,default,10.2559,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,COMiniSatPS_Pulsar_drup,drup,8.06948,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,fix-candy,rsili,15.1666,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,fix-candy,rsilv,15.5849,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,GHackCOMSPS_drup,ghack_drup,16.6984,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,glucose-3.0+width,default,5.64872,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,glucose-4.1,default,14.5883,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,glu_vc,default,5.65617,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,lingeling-bbe,default,7.48407,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,7.96257,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,9.82266,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,7.97482,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,Maple_LCM,default,7.93167,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,Maple_LCM_Dist,default,58.5576,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,MapleLRB_LCM,default,8.063,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,MapleLRB_LCMoccRestart,default,8.10372,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,Riss7,BVE_DRAT,11.1655,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,Riss7,noPP_DRAT,12.9276,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,satUZK-seq,ge,20.9488,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,satUZK-seq,me,14.9181,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,satUZK-seq,sge,34.9919,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,satUZK-seq,sme,8.9181,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,tch_glucose1,default,5.36013,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg1btisc.cnf,tch_glucose2,default,5.49785,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg1btisc.cnf,tch_glucose3,default,5.34635,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg2asisc.cnf,abcdsat_r17,default,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,bs_glucose,default,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,cadical-sc17-agile-proof,default,0.620208,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,cadical-sc17-proof,default,0.612052,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Candy,default,6.465,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Candy RSILi,default,0.0115051,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Candy RSILv,default,0.018115,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Candy SL21,default,6.35649,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,COMiniSatPS_Pulsar_drup,drup,5000.11,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,fix-candy,rsili,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,fix-candy,rsilv,5000.06,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,GHackCOMSPS_drup,ghack_drup,33.7692,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,glucose-3.0+width,default,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,glucose-4.1,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,glu_vc,default,5000.06,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,lingeling-bbe,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,5000.11,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Maple_LCM,default,5000.07,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Maple_LCM_Dist,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,MapleLRB_LCM,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,MapleLRB_LCMoccRestart,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Riss7,BVE_DRAT,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,Riss7,noPP_DRAT,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,satUZK-seq,ge,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,satUZK-seq,me,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,satUZK-seq,sge,452.255,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,satUZK-seq,sme,1423.55,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2asisc.cnf,tch_glucose1,default,5000.05,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,tch_glucose2,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepbg2asisc.cnf,tch_glucose3,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,abcdsat_r17,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,bs_glucose,default,5000.12,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,cadical-sc17-agile-proof,default,1.00211,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msaig.cnf,cadical-sc17-proof,default,0.990416,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Candy,default,11.4096,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Candy RSILi,default,0.010993,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Candy RSILv,default,0.0105389,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Candy SL21,default,11.4744,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msaig.cnf,COMiniSatPS_Pulsar_drup,drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,fix-candy,rsili,21.4952,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msaig.cnf,fix-candy,rsilv,21.8595,SAT-VERIFIED,113120.0,--
sat/g2-ak128astepbg2msaig.cnf,GHackCOMSPS_drup,ghack_drup,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,glucose-3.0+width,default,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,glucose-4.1,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,glu_vc,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,lingeling-bbe,default,5000.11,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Maple_LCM,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Maple_LCM_Dist,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,MapleLRB_LCM,default,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,MapleLRB_LCMoccRestart,default,5000.06,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Riss7,BVE_DRAT,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,Riss7,noPP_DRAT,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,satUZK-seq,ge,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,satUZK-seq,me,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,satUZK-seq,sge,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,satUZK-seq,sme,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,tch_glucose1,default,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,tch_glucose2,default,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msaig.cnf,tch_glucose3,default,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,abcdsat_r17,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,bs_glucose,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,cadical-sc17-agile-proof,default,0.715268,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,cadical-sc17-proof,default,0.706522,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Candy,default,8.13695,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Candy RSILi,default,0.0119879,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Candy RSILv,default,0.011717,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Candy SL21,default,8.05715,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,COMiniSatPS_Pulsar_drup,drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,fix-candy,rsili,16.5453,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,fix-candy,rsilv,16.7428,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,GHackCOMSPS_drup,ghack_drup,516.985,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,glucose-3.0+width,default,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,glucose-4.1,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,glu_vc,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,lingeling-bbe,default,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,5000.05,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Maple_LCM,default,3158.9,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Maple_LCM_Dist,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,MapleLRB_LCM,default,2684.71,SAT-VERIFIED,0.0,--
sat/g2-ak128astepbg2msisc.cnf,MapleLRB_LCMoccRestart,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Riss7,BVE_DRAT,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,Riss7,noPP_DRAT,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,satUZK-seq,ge,5000.07,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,satUZK-seq,me,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,satUZK-seq,sge,5000.07,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,satUZK-seq,sme,5000.11,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,tch_glucose1,default,5000.07,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,tch_glucose2,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepbg2msisc.cnf,tch_glucose3,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,abcdsat_r17,default,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,bs_glucose,default,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,cadical-sc17-agile-proof,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,cadical-sc17-proof,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Candy,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Candy RSILi,default,0.0117151,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Candy RSILv,default,0.014266,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Candy SL21,default,5000.07,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,COMiniSatPS_Pulsar_drup,drup,5000.03,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,fix-candy,rsili,5000.01,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,fix-candy,rsilv,5000.06,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,GHackCOMSPS_drup,ghack_drup,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,glucose-3.0+width,default,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,glucose-4.1,default,5000.1,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,glu_vc,default,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,lingeling-bbe,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,5000.09,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Maple_LCM,default,5000.02,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Maple_LCM_Dist,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,MapleLRB_LCM,default,5000.08,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,MapleLRB_LCMoccRestart,default,5000.04,UNKNOWN,0.0,--
sat/g2-ak128astepmodasaig.cnf,Riss7,BVE_DRAT,5000.11,UNKNOWN,0.0,--
